epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,454.02,1.54084,2.58344,1.63714,0.18777,0.37663,0.20137,0.10922,1.90997,3.28706,2.58433,0.000332709,0.000332709,0.000332709
2,592.082,1.46712,2.2877,1.59731,0.25728,0.52728,0.28641,0.14855,1.84802,3.64504,2.31335,0.000661647,0.000661647,0.000661647
3,740.108,1.41889,2.20616,1.55943,0.23267,0.51814,0.2994,0.17492,1.63119,3.01815,2.09106,0.000986184,0.000986184,0.000986184
4,869.251,1.37556,2.13844,1.54776,0.32044,0.59349,0.36345,0.20484,1.66162,2.55688,2.14433,0.0009802,0.0009802,0.0009802
5,1116.5,1.33448,2.06974,1.51645,0.41142,0.59326,0.416,0.23261,1.64978,2.32611,2.14017,0.0009736,0.0009736,0.0009736
6,1254.48,1.2922,2.00818,1.50235,0.35802,0.58128,0.40275,0.22596,1.70236,2.5298,2.26584,0.000967,0.000967,0.000967
7,1384.7,1.27025,1.9526,1.46508,0.44414,0.54139,0.46158,0.27383,1.49432,2.53592,1.93274,0.0009604,0.0009604,0.0009604
8,1519.67,1.24769,1.90479,1.44759,0.36256,0.59254,0.42883,0.24455,1.57157,2.28492,2.0037,0.0009538,0.0009538,0.0009538
9,2010.45,1.22046,1.87056,1.43369,0.41278,0.61937,0.4922,0.29147,1.53901,2.31443,1.9141,0.0009472,0.0009472,0.0009472
10,2214.37,1.21958,1.85719,1.43535,0.42352,0.63319,0.51742,0.31404,1.41094,2.39995,1.84306,0.0009406,0.0009406,0.0009406
11,2456.62,1.19398,1.80978,1.41438,0.44248,0.63319,0.54497,0.3321,1.38003,2.13522,1.78737,0.000934,0.000934,0.000934
12,2585.38,1.19285,1.7869,1.42264,0.43376,0.63212,0.55633,0.34796,1.32907,2.26432,1.76874,0.0009274,0.0009274,0.0009274
13,2713.4,1.16494,1.76637,1.40133,0.47893,0.62952,0.5552,0.33895,1.38586,1.97178,1.81982,0.0009208,0.0009208,0.0009208
14,2899.39,1.17299,1.75468,1.40461,0.50466,0.64982,0.58333,0.363,1.42757,1.91719,1.85937,0.0009142,0.0009142,0.0009142
15,3028.13,1.14826,1.71312,1.39123,0.53817,0.6221,0.5941,0.37352,1.30929,1.77762,1.76027,0.0009076,0.0009076,0.0009076
16,3326.8,1.14469,1.6836,1.3717,0.56082,0.67328,0.65078,0.41326,1.32072,1.60775,1.72894,0.000901,0.000901,0.000901
17,3456.68,1.13931,1.66312,1.38615,0.56558,0.66124,0.63028,0.39947,1.32686,1.56265,1.74351,0.0008944,0.0008944,0.0008944
18,3647.12,1.12769,1.64074,1.3677,0.57789,0.64321,0.63951,0.40463,1.30879,1.71443,1.75225,0.0008878,0.0008878,0.0008878
