epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,991.622,0.88685,1.06575,1.124,0.67807,0.76511,0.75632,0.5054,1.18128,0.939,1.43231,0.000648026,0.000648026,0.000648026
31,1022.9,0.87379,1.04776,1.11558,0.64246,0.75407,0.73135,0.4938,1.2055,1.01976,1.41865,0.000639027,0.000639027,0.000639027
32,1053.94,0.86821,1.03369,1.10904,0.74698,0.74308,0.79778,0.53594,1.19167,0.87032,1.42923,0.000630028,0.000630028,0.000630028
33,1084.66,0.86369,1.02457,1.10801,0.70675,0.77295,0.78271,0.54111,1.13372,0.85135,1.37708,0.000621029,0.000621029,0.000621029
34,1115.75,0.86312,1.00628,1.10726,0.71181,0.78719,0.79768,0.54246,1.1542,0.84566,1.39908,0.00061203,0.00061203,0.00061203
35,1153.16,0.8518,0.99734,1.10566,0.7119,0.78396,0.80357,0.54526,1.15461,0.83911,1.38311,0.000603031,0.000603031,0.000603031
36,1184.22,0.84334,0.98307,1.09643,0.72343,0.78683,0.79783,0.54658,1.14714,0.84049,1.35977,0.000594031,0.000594031,0.000594031
37,1215.51,0.84651,0.97867,1.09874,0.71502,0.75984,0.78913,0.5431,1.12877,0.87771,1.35919,0.000585032,0.000585032,0.000585032
38,1246.58,0.84146,0.97291,1.09058,0.67256,0.72743,0.73711,0.50485,1.1626,0.93855,1.39886,0.000576033,0.000576033,0.000576033
39,1277.85,0.84119,0.96797,1.09406,0.71877,0.75122,0.76377,0.52367,1.16583,0.91824,1.40699,0.000567034,0.000567034,0.000567034
40,1309.12,0.8257,0.94986,1.0868,0.74267,0.79611,0.80621,0.56284,1.1291,0.81029,1.36298,0.000558035,0.000558035,0.000558035
41,1340.21,0.8247,0.94817,1.08877,0.76931,0.75864,0.81326,0.56594,1.12147,0.78783,1.34208,0.000549036,0.000549036,0.000549036
42,1370.91,0.82353,0.93195,1.0822,0.74866,0.77917,0.81402,0.56519,1.11648,0.77244,1.36509,0.000540037,0.000540037,0.000540037
43,1401.92,0.81171,0.92245,1.0839,0.73953,0.80655,0.82724,0.57735,1.10696,0.74879,1.34486,0.000531038,0.000531038,0.000531038
44,1432.72,0.81216,0.91881,1.07652,0.7552,0.7996,0.80555,0.56549,1.08864,0.78368,1.32751,0.000522039,0.000522039,0.000522039
45,1463.81,0.8049,0.90616,1.07706,0.74751,0.76934,0.79398,0.55373,1.1059,0.86086,1.34729,0.00051304,0.00051304,0.00051304
46,1495.07,0.80286,0.89283,1.07389,0.75679,0.81006,0.84197,0.60121,1.09175,0.74104,1.34263,0.00050404,0.00050404,0.00050404
47,1526.18,0.79993,0.89639,1.06813,0.75111,0.79649,0.814,0.57699,1.07758,0.79863,1.32704,0.000495041,0.000495041,0.000495041
48,1557.32,0.78982,0.87903,1.06703,0.76551,0.80116,0.83139,0.58356,1.10373,0.7462,1.33883,0.000486042,0.000486042,0.000486042
49,1588.54,0.79223,0.87123,1.06483,0.8067,0.77061,0.83771,0.59701,1.08697,0.75728,1.33498,0.000477043,0.000477043,0.000477043
50,1619.75,0.77839,0.86488,1.05805,0.80083,0.7778,0.84478,0.59973,1.06449,0.72467,1.30545,0.000468044,0.000468044,0.000468044
51,1650.41,0.77272,0.84796,1.05422,0.7867,0.7701,0.84632,0.61141,1.05386,0.74064,1.29726,0.000459045,0.000459045,0.000459045
52,1681.52,0.77298,0.85442,1.05892,0.7979,0.82885,0.85836,0.61606,1.05983,0.68172,1.3056,0.000450046,0.000450046,0.000450046
53,1712.86,0.7676,0.84534,1.05607,0.79273,0.80073,0.84631,0.6078,1.05888,0.73504,1.29959,0.000441047,0.000441047,0.000441047
54,1743.72,0.7719,0.83472,1.05696,0.80378,0.79347,0.85201,0.61267,1.05557,0.70802,1.30348,0.000432048,0.000432048,0.000432048
55,1774.79,0.76997,0.84032,1.05343,0.77487,0.80523,0.84949,0.62151,1.0243,0.67839,1.28479,0.000423049,0.000423049,0.000423049
56,1806.07,0.76086,0.82313,1.04805,0.83402,0.81216,0.862,0.62591,1.02695,0.67739,1.29785,0.000414049,0.000414049,0.000414049
57,1837.44,0.75764,0.81649,1.04919,0.80443,0.80469,0.85643,0.62255,1.03682,0.67575,1.28541,0.00040505,0.00040505,0.00040505
58,1868.72,0.75493,0.80513,1.03881,0.82429,0.82194,0.87759,0.63771,1.02395,0.63617,1.28187,0.000396051,0.000396051,0.000396051
59,1900.06,0.74566,0.7988,1.04233,0.81295,0.83393,0.86494,0.61414,1.06101,0.67412,1.30163,0.000387052,0.000387052,0.000387052
60,1930.69,0.74136,0.79637,1.03741,0.81435,0.81708,0.86971,0.6308,1.03019,0.65563,1.28133,0.000378053,0.000378053,0.000378053
61,1961.69,0.73681,0.78874,1.03605,0.80328,0.84035,0.86852,0.6348,1.02596,0.63674,1.26516,0.000369054,0.000369054,0.000369054
62,1992.28,0.73488,0.78254,1.03356,0.82357,0.83189,0.8715,0.63751,0.99918,0.63757,1.2394,0.000360055,0.000360055,0.000360055
63,2023.23,0.72979,0.77209,1.03455,0.81917,0.8238,0.86643,0.63757,1.01104,0.64908,1.26569,0.000351056,0.000351056,0.000351056
64,2054.13,0.73553,0.77587,1.03491,0.7882,0.85711,0.8731,0.63937,1.00761,0.63912,1.27219,0.000342057,0.000342057,0.000342057
65,2085.78,0.72413,0.76766,1.0286,0.84171,0.82312,0.87725,0.64281,1.00801,0.62802,1.26191,0.000333058,0.000333058,0.000333058
66,2117.2,0.71676,0.75992,1.02443,0.78515,0.84449,0.86119,0.63453,0.99963,0.65084,1.24358,0.000324058,0.000324058,0.000324058
67,2148.27,0.71854,0.75819,1.02679,0.81268,0.83946,0.86915,0.63946,0.99657,0.64116,1.25037,0.000315059,0.000315059,0.000315059
68,2178.85,0.7207,0.7452,1.02588,0.84549,0.83289,0.87963,0.65285,0.95952,0.61887,1.22185,0.00030606,0.00030606,0.00030606
69,2209.73,0.71016,0.73864,1.02119,0.82331,0.85125,0.8777,0.65436,0.97458,0.62849,1.24662,0.000297061,0.000297061,0.000297061
70,2240.75,0.71012,0.74147,1.02106,0.83636,0.82759,0.87469,0.6511,0.97048,0.62581,1.23359,0.000288062,0.000288062,0.000288062
71,2271.81,0.70646,0.73648,1.02015,0.85042,0.83238,0.87437,0.65168,0.95951,0.61804,1.21706,0.000279063,0.000279063,0.000279063
72,2302.5,0.69868,0.72495,1.01673,0.84412,0.84044,0.87934,0.65459,0.97424,0.60911,1.22997,0.000270064,0.000270064,0.000270064
73,2333.63,0.69693,0.72021,1.01406,0.85425,0.84302,0.88744,0.66379,0.95705,0.59308,1.2173,0.000261065,0.000261065,0.000261065
74,2367.49,0.6905,0.71717,1.01175,0.84582,0.84002,0.87855,0.65725,0.96741,0.62525,1.23173,0.000252066,0.000252066,0.000252066
75,2401.5,0.69019,0.7139,1.01029,0.8522,0.83831,0.88589,0.67029,0.94104,0.59495,1.2064,0.000243067,0.000243067,0.000243067
76,2432.77,0.68809,0.71201,1.01101,0.81238,0.88278,0.88998,0.6669,0.94282,0.5932,1.22028,0.000234068,0.000234068,0.000234068
77,2464.02,0.68372,0.70606,1.00961,0.84291,0.86482,0.89715,0.67577,0.94835,0.58074,1.22171,0.000225068,0.000225068,0.000225068
78,2494.83,0.68439,0.7018,1.00522,0.83598,0.8594,0.89577,0.67937,0.94242,0.58893,1.20938,0.000216069,0.000216069,0.000216069
79,2525.94,0.68253,0.69824,1.00821,0.86149,0.84,0.89127,0.6763,0.93102,0.58343,1.19738,0.00020707,0.00020707,0.00020707
80,2556.95,0.68046,0.68838,1.0036,0.85256,0.86126,0.89323,0.68123,0.92512,0.5853,1.18456,0.000198071,0.000198071,0.000198071
81,2588.05,0.67274,0.68625,1.0023,0.84534,0.86216,0.90221,0.68611,0.92859,0.57555,1.19746,0.000189072,0.000189072,0.000189072
82,2620.6,0.67026,0.67607,1.00079,0.84559,0.86978,0.89926,0.68045,0.93309,0.57232,1.19769,0.000180073,0.000180073,0.000180073
83,2651.83,0.67192,0.67787,1.00155,0.86211,0.84377,0.89489,0.67816,0.92639,0.57997,1.18986,0.000171074,0.000171074,0.000171074
84,2683.04,0.66513,0.6765,1.00212,0.86622,0.85953,0.90066,0.68803,0.91549,0.56224,1.18944,0.000162075,0.000162075,0.000162075
85,2714.65,0.66541,0.67142,1.00092,0.85715,0.85115,0.9041,0.69023,0.91135,0.55536,1.18979,0.000153076,0.000153076,0.000153076
86,2745.51,0.66221,0.66575,0.99925,0.84301,0.86971,0.90386,0.69199,0.91148,0.55826,1.1785,0.000144077,0.000144077,0.000144077
87,2776.56,0.6525,0.65866,0.99047,0.86812,0.83755,0.90452,0.69401,0.90938,0.55128,1.18286,0.000135077,0.000135077,0.000135077
88,2807.16,0.64884,0.65935,0.99292,0.86506,0.85899,0.90752,0.69678,0.8995,0.54358,1.17131,0.000126078,0.000126078,0.000126078
89,2837.78,0.65366,0.66123,0.99178,0.86705,0.86464,0.90423,0.69559,0.89537,0.54051,1.16495,0.000117079,0.000117079,0.000117079
90,2868.78,0.64696,0.64566,0.99176,0.85042,0.8858,0.90438,0.69326,0.90271,0.55048,1.17678,0.00010808,0.00010808,0.00010808
91,2956.26,0.62441,0.52223,0.98578,0.83687,0.85441,0.8883,0.67083,0.93055,0.58687,1.1983,9.9081e-05,9.9081e-05,9.9081e-05
92,2986.61,0.60823,0.49786,0.97172,0.85502,0.8579,0.89523,0.68443,0.90868,0.56441,1.18076,9.00819e-05,9.00819e-05,9.00819e-05
93,3017.27,0.59903,0.48634,0.96587,0.86222,0.86102,0.90383,0.68879,0.89192,0.54904,1.16862,8.10828e-05,8.10828e-05,8.10828e-05
94,3047.73,0.592,0.47746,0.96664,0.85097,0.87056,0.90358,0.69434,0.90597,0.55366,1.17222,7.20837e-05,7.20837e-05,7.20837e-05
95,3078.26,0.58773,0.47365,0.96025,0.84844,0.87157,0.90277,0.68983,0.91069,0.56006,1.18049,6.30846e-05,6.30846e-05,6.30846e-05
96,3108.64,0.58306,0.46764,0.96287,0.83425,0.89008,0.90251,0.69716,0.89264,0.55166,1.16777,5.40855e-05,5.40855e-05,5.40855e-05
97,3139.12,0.58027,0.46008,0.96107,0.84733,0.86736,0.90231,0.69856,0.89396,0.55483,1.17285,4.50864e-05,4.50864e-05,4.50864e-05
98,3169.69,0.57778,0.45749,0.95773,0.83935,0.88951,0.9012,0.69612,0.8831,0.55597,1.16581,3.60873e-05,3.60873e-05,3.60873e-05
99,3200.03,0.5769,0.45679,0.9545,0.85814,0.86474,0.90569,0.70092,0.8824,0.55017,1.1599,2.70882e-05,2.70882e-05,2.70882e-05
100,3229.92,0.57365,0.45591,0.9583,0.84317,0.88396,0.9069,0.70396,0.88006,0.54833,1.16271,1.80891e-05,1.80891e-05,1.80891e-05
